id;name
cck19a;В те дни из последних 7, когда люди, не являющиеся Вашими родственниками, помогалиухаживать за Вашим ребенком, сколько в среднем часов и минут в день это составляло?(часов)
"cck19b;В те дни из последних 7, когда люди, не являющиеся Вашими родственниками, помогали
ухаживать за Вашим ребенком, сколько в среднем часов и минут в день это составляло?
(минут)"
cck20;Вы уже заплатили или Вам придется заплатить за то, что в последние 7 дней за ребенкомухаживал кто-то, кто не является членом Вашего домохозяйства, или за пребывание (его/ее)в детском учреждении?
cck21;Сколько Вы заплатили или Вам придется заплатить за то, что в последние 7 дней за ребенкомухаживал кто-то, кто не является членом Вашего домохозяйства?
cck3.1;В каком классе Вы учитесь?
cck3.2;Вы учитесь в...?
cck3.4;Как бы Вы оценили Вашу успеваемость?
cck3.5;Сколько учеников в классе, в котором Вы обучаетесь?
cck7.1;(Он/она) посещает уроки физкультуры в школе?
cck7.2;Как часто (он/она) занимается физкультурой во время школьных занятий - на уроках?
cck7.3a;Сколько часов и минут в неделю (он/она) занимается физкультурой во время школьныхзанятий? (часов)
"cck7.3b;Сколько часов и минут в неделю (он/она) занимается физкультурой во время школьных
занятий? (минут)"
cck7.4;(Он/она) занимается физкультурой и спортом до или после уроков (занятия с тренером илипросто подвижные игры во дворе - футбол, салочки, классики, прятки, езда на велосипеде,роликах и т.п.)?
cck7.5;Как часто (он/она) занимается физкультурой и спортом, включая подвижные игры во дворе,до или после уроков?
cck7.6a;Сколько часов и минут в неделю (он/она) занимается разными видами физическойактивности до или после уроков? (часов)
"cck7.6b;Сколько часов и минут в неделю (он/она) занимается разными видами физической
активности до или после уроков? (минут)"
cck7.7.3a;До или после школьных уроков (он/она) играет в игры - в машинки, куклы, конструкторы,шахматы, шашки?
cck7.7.3b;Сколько часов и минут в день (он/она) играет в игры - в машинки, куклы, конструкторы,шахматы, шашки? (часов)
"cck7.7.3c;Сколько часов и минут в день (он/она) играет в игры - в машинки, куклы, конструкторы,
шахматы, шашки? (минут)"
cck7.7.4a;До или после школьных уроков (он/она) делает уроки?
cck7.7.4b;Сколько часов и минут в день (он/она) делает уроки? (часов)
cck7.7.4c;Сколько часов и минут в день (он/она) делает уроки? (минут)
cck7.7.6a;До или после школьных уроков (он/она) читает?
cck7.7.6b;Сколько часов и минут в день (он/она) читает? (часов)
cck7.7.6c;Сколько часов и минут в день (он/она) читает? (минут)
cck7.7.7a;До или после школьных уроков (он/она) сидит в Интернете или локальной сети?
cck7.7.7b;Сколько часов и минут в день (он/она) сидит в Интернете или локальной сети? (часов)
cck7.7.7c;Сколько часов и минут в день (он/она) сидит в Интернете или локальной сети? (минут)
cck7.7.8a;До или после школьных уроков (он/она) смотрит телевизор, видео?
cck7.7.8b;Сколько часов и минут в день (он/она) смотрит телевизор, видео? (часов)
cck7.7.8c;Сколько часов и минут в день (он/она) смотрит телевизор, видео? (минут)
cck7.7.9a;До или после школьных уроков (он/она) играет в видео- или компьютерные игры?
cck7.7.9b;Сколько часов и минут в день (он/она) играет в видео- или компьютерные игры? (часов)
cck7.7.9c;Сколько часов и минут в день (он/она) играет в видео- или компьютерные игры? (минут)
cck7.8.1;Как (он/она) добирается до школы?
cck7.8.2a;Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (часов)
cck7.8.2b;Сколько всего часов и минут занимает у (него/нее) дорога туда и обратно? (минут)
cck761.1a;Занимается (он/она) до или после школьных уроков рисованием или музыкой?
cck761.1b;Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (часов)
cck761.1c;Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (минут)
cck761.2a;Занимается (он/она) до или после школьных уроков танцами, фотографией, театром иликакими-то другими видами художественного творчества?
cck761.2b;Сколько часов и минут в неделю (он/она) занимается танцами, фотографией, театром иликакими-то другими видами художественного творчества? (часов)
"cck761.2c;Сколько часов и минут в неделю (он/она) занимается танцами, фотографией, театром или
какими-то другими видами художественного творчества? (минут)"
cck761.3a;Занимается (он/она) до или после школьных уроков в кружках юного техника, техническогомоделирования, юного натуралиста, лепкой, выпиливанием или другими видами техническогои прикладного творчества?
cck761.3b;Сколько часов и минут в неделю (он/она) занимается в кружках технического и прикладноготворчества? (часов)
"cck761.3c;Сколько часов и минут в неделю (он/она) занимается в кружках технического и прикладного
творчества? (минут)"
cck761.4a;Занимается (он/она) до или после школьных уроков углубленным изучением компьютерныхтехнологий?
cck761.4b;Сколько часов и минут в неделю (он/она) занимается углубленным изучением компьютерныхтехнологий? (часов)
"cck761.4c;Сколько часов и минут в неделю (он/она) занимается углубленным изучением компьютерных
технологий? (минут)"
cck761.5a;Занимается (он/она) до или после школьных уроков иностранным языком?
cck761.5b;Сколько часов и минут в неделю (он/она) занимается иностранным языком? (часов)
cck761.5c;Сколько часов и минут в неделю (он/она) занимается иностранным языком? (минут)
cck761.6a;Занимается (он/она) до или после школьных уроков какими-то еще предметами, выбраннымиродителями или ребенком, для получения дополнительных знаний?
cck761.6b;Сколько часов и минут в неделю (он/она) занимается какими-то еще предметами,выбранными родителями или ребенком, для получения дополнительных знаний? (часов)
"cck761.6c;Сколько часов и минут в неделю (он/она) занимается какими-то еще предметами,
выбранными родителями или ребенком, для получения дополнительных знаний? (минут)"
cck771.1a;(Он/она) занимается под руководством или вместе с родителями, взрослыми родственникамиразличными видами физической активности, спортом?
cck771.1b;Сколько часов и минут в неделю (он/она) занимается различными видами физическойактивности, спортом? (часов)
"cck771.1c;Сколько часов и минут в неделю (он/она) занимается различными видами физической
активности, спортом? (минут)"
cck771.2a;(Он/она) занимается под руководством или вместе с родителями, взрослыми родственникамитворчеством и ремеслами?
cck771.2b;Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (часов)
cck771.2c;Сколько часов и минут в неделю (он/она) занимается творчеством и ремеслами? (минут)
cck771.3a;(Он/она) занимается под руководством или вместе с родителями, взрослыми родственникамиподготовкой уроков, домашних заданий?
cck771.3b;Сколько часов и минут в неделю (он/она) занимается подготовкой уроков, домашнихзаданий? (часов)
"cck771.3c;Сколько часов и минут в неделю (он/она) занимается подготовкой уроков, домашних
заданий? (минут)"
cck771.4a;(Он/она) занимается под руководством или вместе с родителями, взрослыми родственникамикакими-то предметами, выбранными родителями или ребенком, для получениядополнительных знаний?
cck771.4b;Сколько часов и минут в неделю (он/она) занимается какими-то предметами, выбраннымиродителями или ребенком, для получения дополнительных знаний? (часов)
"cck771.4c;Сколько часов и минут в неделю (он/она) занимается какими-то предметами, выбранными
родителями или ребенком, для получения дополнительных знаний? (минут)"
cck8.1;Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что пойдет в школучерез год или два?
cck8.13;(Он/она) занимается регулярно физкультурой и спортом в детском дошкольном учреждении,секции или дома?
cck8.152a;(Он/она) читает или слушает чтение, когда (ему/ей) читают?
cck8.152b;Сколько часов и минут в день (он/она) читает или слушает чтение, когда (ему/ей) читают?(часов)
"cck8.152c;Сколько часов и минут в день (он/она) читает или слушает чтение, когда (ему/ей) читают?
(минут)"
cck8.153a;(Он/она) играет в игры - в машинки, куклы, конструкторы, шахматы, шашки?
cck8.153b;Сколько часов и минут в день (он/она) играет в игры - в машинки, куклы, конструкторы,шахматы, шашки? (часов)
"cck8.153c;Сколько часов и минут в день (он/она) играет в игры - в машинки, куклы, конструкторы,
шахматы, шашки? (минут)"
cck8.154a;(Он/она) смотрит телевизор, видео?
cck8.154b;Сколько часов и минут в день (он/она) смотрит телевизор, видео? (часов)
cck8.154c;Сколько часов и минут в день (он/она) смотрит телевизор, видео? (минут)
cck8.155a;(Он/она) играет в видео- или компьютерные игры?
cck8.155b;Сколько часов и минут в день (он/она) играет в видео- или компьютерные игры? (часов)
cck8.155c;Сколько часов и минут в день (он/она) играет в видео- или компьютерные игры? (минут)
cck8.17;Кто-нибудь из родителей проводил с Вашим ребенком отпуск в последние 12 месяцев?
cck8.18;Ваш ребенок встречается со сверстниками (вне детского сада/вне школы)?
cck8.19.1;(Он/она) гуляет во дворе с друзьями?
cck8.19.2;(Он/она) общается с друзьями у Вас дома или в гостях?
cck8.19.3;(Он/она) общается в кружках, секциях, на курсах?
cck8.19.4;(Он/она) общается на экскурсиях, в кино, театрах, на детских праздниках вне дома?
cck8.2;Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что у (него/нее)плохое здоровье, посещать школу не может?
cck8.20;Как часто (он/она) встречается со сверстниками (вне детского сада/вне школы)?
cck8.3;Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что (он/она)отчислен(а) из школы?
cck8.4;Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что семья хочетдать (ему/ей) домашнее образование?
cck8.5;Почему (он/она) сейчас не учится в общеобразовательной школе? Потому что близко от доманет школы?
cck8.6;Почему (он/она) сейчас не учится в общеобразовательной школе? По другим причинам?
cck8.7;Почему (он/она) сейчас не учится в общеобразовательной школе? (Oн/она) не хочет учиться?
cck8.8;Почему (он/она) сейчас не учится в общеобразовательной школе? Ребенок вынужденработать, чтобы помогать семье?
cck8.a.3a;Скажите мне, пожалуйста, (он/она) занимается танцами, бегает, прыгаете, играет в классики,в прятки?
cck8.a.3b;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) занимается танцами,бегает, прыгает, играет в классики, в прятки? (часов)
"cck8.a.3c;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) занимается танцами,
бегает, прыгает, играет в классики, в прятки? (минут)"
cck8.a.4a;Скажите мне, пожалуйста, (он/она) играет сидя: на лавочке, в песочнице?
cck8.a.4b;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) играет сидя: на лавочке,в песочнице? (часов)
"cck8.a.4c;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) играет сидя: на лавочке,
в песочнице? (минут)"
cck8.a.5a;Скажите мне, пожалуйста, (он/она) занимается карате, дзюдо, гимнастикой, теннисом,плаванием или другими видами спорта?
cck8.a.5b;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) занимается карате,дзюдо, гимнастикой, теннисом, плаванием или другими видами спорта? (часов)
"cck8.a.5c;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) занимается карате,
дзюдо, гимнастикой, теннисом, плаванием или другими видами спорта? (минут)"
cck8.a.6a;Скажите мне, пожалуйста, (он/она) играет в мячик, катается на коньках, на велосипеде, нароликах и т.д.?
cck8.a.6b;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) играет в мячик, катаетсяна коньках, на велосипеде, на роликах и т.д.? (часов)
"cck8.a.6c;Скажите мне, пожалуйста, сколько часов и минут в неделю (он/она) играет в мячик, катается
на коньках, на велосипеде, на роликах и т.д.? (минут)"
cck8_1;(Он/она) сейчас посещает какое-нибудь детское дошкольное учреждение?
cck8_2;Кому принадлежит детское дошкольное учреждение, которое посещает Ваш ребенок?
cck81311a;(Он/она) занимается рисованием или музыкой?
cck81311b;Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (часов)
cck81311c;Сколько часов и минут в неделю (он/она) занимается рисованием или музыкой? (минут)
cck81312a;(Он/она) занимается театром, рукоделием, танцами или каким-то другим творчеством?
cck81312b;Сколько часов и минут в неделю (он/она) занимается театром, рукоделием, танцами иликаким-то другим творчеством? (часов)
"cck81312c;Сколько часов и минут в неделю (он/она) занимается театром, рукоделием, танцами или
каким-то другим творчеством? (минут)"
cck81314a;(Он/она) занимается какими-то предметами, выбранными родителями или ребенком, дляполучения дополнительных знаний?
cck81314b;Сколько часов и минут в неделю (он/она) занимается какими-то предметами, выбраннымиродителями или ребенком, для получения дополнительных знаний? (часов)
"cck81314c;Сколько часов и минут в неделю (он/она) занимается какими-то предметами, выбранными
родителями или ребенком, для получения дополнительных знаний? (минут)"
cck81315a;(Он/она) занимается иностранным языком?
cck81315b;Сколько часов и минут в неделю (он/она) занимается иностранным языком? (часов)
cck81315c;Сколько часов и минут в неделю (он/она) занимается иностранным языком? (минут)
cck81511a;(Он/она) занимается под руководством или вместе с родителями, взрослыми родственникамиразличными видами физической активности, спортом?
cck81511b;Сколько часов и минут в неделю (он/она) занимается различными видами физическойактивности, спортом? (часов)
"cck81511c;Сколько часов и минут в неделю (он/она) занимается различными видами физической
активности, спортом? (минут)"
cck81512a;(Он/она) занимается под руководством или вместе с родителями, взрослыми родственникамитворчеством?
cck81512b;Сколько часов и минут в неделю (он/она) занимается творчеством? (часов)
cck81512c;Сколько часов и минут в неделю (он/она) занимается творчеством? (минут)
cck81513a;(Он/она) занимается под руководством или вместе с родителями, взрослыми родственникамипо предметам, выбранным родителями или ребенком, для получения дополнительныхзнаний?
cck81513b;Сколько часов и минут в неделю (он/она) занимается по предметам, выбранным родителямиили ребенком, для получения дополнительных знаний? (часов)
"cck81513c;Сколько часов и минут в неделю (он/она) занимается по предметам, выбранным родителями
или ребенком, для получения дополнительных знаний? (минут)"
cck816.1a;В течение последних 12 месяцев Ваш ребенок посещал(а) театры, музеи, выставки, зоопарк,цирк и другие культурно-зрелищные мероприятия?
cck816.1b;Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищныемероприятия с родителями, взрослыми родственниками?
cck816.1c;Сколько раз за последние 12 месяцев Ваш ребенок посещал(а) культурно-зрелищныемероприятия без родителей, родственников?
cck816.2a;В течение последних 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях, в поездках,походах и т.п.?
cck816.2b;Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях, впоездках, походах и т.п. с родителями, взрослыми родственниками?
cck816.2c;Сколько раз за последние 12 месяцев Ваш ребенок был(а) на каких-либо экскурсиях, впоездках, походах и т.п. без родителей, родственников?
cck9;В течение последних 7 дней за ребенком ухаживал кто-то, кто не является членом Вашегодомохозяйства: знакомые, работники детских учреждений, воспитатели школ, родственники,которые живут отдельно?
ccl2.2;У Вас есть договор на дополнительное добровольное медицинское страхование,обслуживание с какой-нибудь страховой фирмой, поликлиникой, больницей, медицинскимцентром?
ccl20;Вы лежали в больнице в течение последних трех месяцев?
ccl23;Сколько всего дней из последних трех месяцев Вы провели в больнице?
ccl26;В течение последних трех месяцев Вы показывались медицинскому работнику дляпрофилактического осмотра, а не потому что были больны?
ccl3.1.2;Оплачивает ли, хотя бы частично, этот договор добровольного медицинского страхованияпредприятие, организация, на котором Вы работаете?
ccl31;В течение последних 30 дней (он пропустил/она пропустила) по болезни сколько-нибудьучебных или присутственных дней?
ccl32;Сколько всего дней (он пропустил/она пропустила) по болезни за последние 30 дней?
ccl43;Делали ли (ему/ей) в течение жизни обязательные прививки от инфекционных заболеваний,таких как корь, краснуха, полиомиелит и т.д.?
ccl43a;По какой причине (ему/ей) не делали привики?
ccl5;Были у Вас в течение последних 30 дней какие-либо проблемы со здоровьем?
ccl5.0;Cкажите, пожалуйста, как часто Вы посещаете врача в течение года?
ccl5.1;А может быть в последние 30 дней у Вас было легкое недомогание, например, болела голова,горло или зуб, был насморк или легкое расстройство желудка, небольшое повышениетемпературы или ожог, ушиб, ссадина?
ccl53;У (него/нее) есть постоянный врач, с которым Вы советуетесь по всем вопросам (его/ее)здоровья?
ccl54;А есть врач, к которому Вы могли бы обратиться в случае необходимости?
"ccl58;Что Вы сделали, чтобы решить те проблемы со здоровьем, которые возникали у Вас в течение
последних 30 дней?"
ccl89;В течение последних 12 месяцев Вы пропустили по болезни сколько-нибудь рабочих илиучебных дней?
ccl90;Сколько всего дней Вы пропустили по болезни за последние 12 месяцев?
ccm1;Сколько килограмм Вы весите?
ccm100;В последние 7 дней (у него/у нее) резались зубы?
ccm101;В последние 7 дней (у него/у нее) был понос?
ccm111;В каком возрасте у нее была первая менструация?
"ccm113a;Занимались ли Вы хотя бы иногда физкультурой и спортом в течение последних 12 месяцев?Мы имеем в виду любые виды физической активности, независимо от того, были это
самостоятельные занятия или под руководством тренера"
ccm113b;Как часто Вы занимались такой физической активностью?
ccm113c;А за последние 30 дней, сколько примерно часов в неделю занимали такие занятия?
ccm131;В течение последних 12 месяцев у Вас были серьёзные нервные расстройства, депрессии?
ccm189;В течение последних 30 дней Вы употребляли безалкогольное пиво?
ccm190;В течение последних 30 дней Вы употребляли пиво, содержащее алкоголь?
ccm2;А какой у Вас рост в сантиметрах?
ccm2.1;Как изменился Ваш вес в течение последнего года?
ccm20.61;Есть ли у Вас хронические заболевания сердца?
ccm20.610;Есть ли у Вас хронические заболевания суставов?
ccm20.611;Есть ли у Вас хронические заболевание ЛОР-органов?
ccm20.612;Есть ли у Вас хронические неврологические заболевания?
ccm20.613;Есть ли у Вас хронические заболевания глаз?
ccm20.614;Есть ли у Вас хронические гинекологические заболевания?
ccm20.615;Есть ли у Вас хроническая аллергия?
ccm20.616;Есть ли у Вас варикозное расширение вен?
ccm20.617;Есть ли у Вас хронические заболевания кожного покрова?
ccm20.618;Есть ли у Вас хронические онкологические заболевания?
ccm20.619;Есть ли у Вас хронические заболевания мочеполовой системы?
ccm20.62;Есть ли у Вас хронические заболевания легких, бронхов?
ccm20.620;Есть ли у Вас хронические заболевания эндокринной системы, диабет или повышенный сахаркрови?
ccm20.63;Есть ли у Вас хронические заболевания печени?
ccm20.64;Есть ли у Вас хронические заболевания почек?
ccm20.65;Есть ли у Вас хронические заболевания желудочно-кишечного тракта?
ccm20.66;Есть ли у Вас хронические заболевания позвоночника?
ccm20.67;Есть ли у Вас другие хронические заболевания?
ccm20.69;Есть ли у Вас хроническая гипертоническая болезнь, повышенное артериальное давление?
ccm20.7;Назначена ли Вам какая-нибудь группа по инвалидности?
ccm20.8;Какая группа инвалидности Вам назначена?
ccm20.9m;Когда Вам была назначена инвалидность? Вспомните, пожалуйста, месяц
ccm20.9y;Когда Вам была назначена инвалидность? Вспомните, пожалуйста, год
ccm3;Как Вы оцениваете Ваше здоровье. Оно у Вас:?
ccm39;В течение последних 12 месяцев Вам делали хирургические операции?
ccm43;Говорил ли Вам когда-нибудь врач, что у Вас диабет или повышенный сахар в крови
ccm46;Ставили Вам когда-нибудь диагноз "инфаркт миокарда"?
ccm58.1;Говорил ли Вам когда-нибудь врач, что у Вас повышенное артериальное давление?
ccm59;Ставил Вам врач диагноз инсульт (кровоизлияние в мозг)?
ccm62;В течение последних 12 месяцев говорил Вам врач, что у Вас анемия?
ccm62.1;Говорил Вам когда-нибудь врач, что у Вас туберкулез?
ccm62.3;Ставили Вам когда-нибудь диагноз "гепатит", "болезнь Боткина", "желтуха"?
ccm64;Вы пользуетесь очками или контактными линзами?
ccm66;Вы пользуетесь слуховым аппаратом?
ccm71;Вы курите в настоящее время?
ccm72;Когда Вы начали курить? Сколько Вам тогда было лет?
ccm73;В течение последних 7 дней Вы курили что-нибудь?
ccm77;Вы курили когда-нибудь?
ccm78;Сколько лет тому назад Вы бросили курить?
ccm79;Вспомните, пожалуйста, когда Вы начали курить? Сколько Вам тогда было лет?
ccm80;В течение последних 30 дней Вы употребляли алкогольные напитки?
ccm80.0;Вы употребляете хотя бы иногда алкогольные напитки, включая пиво?
ccm82.1;Вы пьете алкогольные напитки до еды?
ccm82.3;Вы пьете алкогольные напитки без еды?
ccm83.2;Вы пьете алкогольные напитки в ресторанах или барах?
ccm83.3;Вы пьете алкогольные напитки в парке, на улице, в подъезде?
ccm83.4;Вы пьете алкогольные напитки на работе, по месту учебы?
ccm83.5;Вы пьете алкогольные напитки в гостях?
ccm84.12a;Вы пили брагу в течение последних 30 дней?
ccm84.12b;Сколько грамм браги Вы обычно выпивали за день?
ccm84.12d;Сколько дней в месяц Вы пили брагу?
ccm84.21a;Вы пили сухое вино, шампанское промышленного производства в течение последних 30дней?
ccm84.21b;Сколько грамм сухого вина, шампанского промышленного производства Вы обычно выпивализа день?
ccm84.21d;Сколько дней в месяц Вы пили сухое вино, шампанское промышленного производства?
ccm84.31a;Вы пили крепленое вино промышленного производства, в том числе мартини, вермут втечение последних 30 дней?
ccm84.31b;Сколько грамм крепленого вина промышленного производства Вы обычно выпивали за день?
ccm84.31d;Сколько дней в месяц Вы пили крепленое вино промышленного производства?
ccm84.4a;Вы пили самогон в течение последних 30 дней?
ccm84.4b;Сколько грамм самогона Вы обычно выпивали за день?
ccm84.4d;Сколько дней в месяц Вы пили самогон?
ccm84.5a;Вы пили водку в течение последних 30 дней?
ccm84.5b;Сколько грамм водки Вы обычно выпивали за день?
ccm84.5d;Сколько дней в месяц Вы пили водку?
ccm84.6a;Вы пили что-нибудь другое в течение последних 30 дней?
ccm84.6b;Сколько грамм Вы обычно выпивали за день других спиртных напитков, кроме вышеперечисленных?
ccm84.6d;Сколько дней в месяц Вы пили другие спиртные напитки?
ccm84.7a;Вы пили коктейли, содержащие алкоголь в течение последних 30 дней?
ccm84.7b;Сколько грамм коктейля, содержащего алкоголь, Вы обычно выпивали за день?
ccm84.7d;Сколько дней в месяц Вы пили коктейли, содержащие алкоголь?
ccm84.8a;Вы пили домашнее вино любое - виноградное, плодово-ягодное и т.п. - в течение последних30 дней?
ccm84.8b;Сколько грамм любого домашнего вина Вы обычно выпивали за день?
ccm84.8d;Сколько дней в месяц Вы пили домашнее вино?
ccm84.9a;Вы пили коньяк, виски, ликеры в течение последних 30 дней?
ccm84.9b;Сколько грамм коньяка, виски, ликера Вы обычно выпивали за день?
ccm84.9d;Сколько дней в месяц Вы пили коньяк, виски, ликер?
ccm84111a;Вы пили пиво промышленного производства в течение последних 30 дней?
ccm84111b;Сколько грамм пива промышленного производства Вы обычно выпивали за день?
ccm84111d;Сколько дней в месяц Вы пили пиво промышленного производства?
ccm84112a;Вы пили пиво домашнее в течение последних 30 дней?
ccm84112b;Сколько грамм пива домашнего Вы обычно выпивали за день?
ccm84112d;Сколько дней в месяц Вы пили пиво домашнее?
ccm96;Скажите, пожалуйста, в последние 7 дней (у него/у нее) был кашель?
ccm97;Скажите, пожалуйста, в последние 7 дней (у него/у нее) был насморк, может быть, текло износа или нос был забит?
ccm98;Скажите, пожалуйста, в последние 7 дней (у него/у нее) болели уши?
ccm99;В последние 7 дней (у него/у нее) болело горло?
ccn1.1;Присутствуют ли на данный момент в комнате, кроме респондента, дети до 10 лет?
ccn1.2;Присутствуют ли на данный момент в комнате, кроме респондента, дети старше 10 лет?
ccn1.3;Присутствуют ли на данный момент в комнате, кроме респондента, родители?
ccn1.4;Присутствует ли на данный момент в комнате, кроме респондента, муж или партнер?
ccn1.5;Присутствуют ли на данный момент в комнате, кроме респондента, другие мужчины?
ccn1.6;Присутствуют ли на данный момент в комнате, кроме респондента, другие женщины?
ccn2;У Вас были когда-либо менструации?
ccn30;Вы делали аборт в течение последних 12 месяцев?
ccn31;Сколько абортов у Вас было в течение последних 12 месяцев?
ccn31.1;Когда мы говорили об абортах, Вы учитывали мини-аборты?
ccn31.2;В течение последних 12 месяцев Вы делали мини-аборт?
ccn31.3;Сколько мини-абортов Вы делали в течение последних 12 месяцев?
ccn37;В настоящее время у Вас бывают менструации?
ccn4;Вы были когда-нибудь беременны, даже если эта беременность длилась всего нескольконедель?
ccn47;Вы хотите иметь (еще одного) ребенка?
ccn48;Сколько (еще) детей Вы хотите иметь?
ccn49;Когда Вы думаете родить (следующего) ребенка, через сколько лет?
ccn6;Вы рожали в течение последних 12 месяцев?
ccn6.1;Сколько детей у Вас родилось в течение последних 12 месяцев?
ccn60;Вы сейчас беременны?
ccn61m;Когда Вы ожидаете ребенка? (месяц)
ccn61y;Когда Вы ожидаете ребенка? (год)
ccn72;Вы собираетесь рожать этого ребенка?
ccredid_i;НОМЕР ИНДИВИДА В 33-Й ВОЛНЕ - СПЛОШНАЯ НУМЕРАЦИЯ
ccs1.1;ПРИСУТСТВОВАЛ ЛИ ПРИ ПРОВЕДЕНИИ ИНТЕРВЬЮ, ХОТЯ БЫ НЕКОТОРОЕ ВРЕМЯ, КТО-ЛИБОЕЩЕ ИЗ ЧЛЕНОВ ДОМОХОЗЯЙСТВА
ccs1.2;ПРИСУТСТВОВАЛИ ЛИ ПРИ ПРОВЕДЕНИИ ИНТЕРВЬЮ, ХОТЯ БЫ НЕКОТОРОЕ ВРЕМЯ, ДРУГИЕЛЮДИ, НЕ ЧЛЕНЫ ДОМОХОЗЯЙСТВА
ccs2;ОЦЕНИТЕ ОТНОШЕНИЕ РЕСПОНДЕНТА К ИНТЕРВЬЮ. ОТНОШЕНИЕ БЫЛО:
ccs3;ОТМЕТЬТЕ, КАК РЕСПОНДЕНТ ПОНИМАЛ ВОПРОСЫ:
ccs4;ОЦЕНИТЕ ПОВЕДЕНИЕ РЕСПОНДЕНТА ВО ВРЕМЯ ИНТЕРВЬЮ. РЕСПОНДЕНТ:
ccs5;ОЦЕНИТЕ СООБРАЗИТЕЛЬНОСТЬ РЕСПОНДЕНТА:
ccs6;ОЦЕНИТЕ ИСКРЕННОСТЬ И ОТКРЫТОСТЬ РЕСПОНДЕНТА. РЕСПОНДЕНТ:
ccs7;ОТМЕТЬТЕ, НАСКОЛЬКО ПО-ВАШЕМУ МНЕНИЮ НАДЕЖНА ПОЛУЧАЕМАЯ ИНФОРМАЦИЯ:
cid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 7-го РАУНДА
cid_i;НОМЕР ИНДИВИДА В 7-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
did_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 8-го РАУНДА
did_i;НОМЕР ИНДИВИДА В 8-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
eid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 9-го РАУНДА
eid_i;НОМЕР ИНДИВИДА В 9-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
fid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 10-го РАУНДА
fid_i;НОМЕР ИНДИВИДА В 10-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
gid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 11-го РАУНДА
gid_i;НОМЕР ИНДИВИДА В 11-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
hid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 12-го РАУНДА
hid_i;НОМЕР ИНДИВИДА В 12-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
idind;Единый идентификационный номер индивида для волн 5 и последующих
iid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 13-го РАУНДА
iid_i;НОМЕР ИНДИВИДА В 13-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
jid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 14-го РАУНДА
jid_i;НОМЕР ИНДИВИДА В 14-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
kid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 15-го РАУНДА
kid_i;НОМЕР ИНДИВИДА В 15-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
lid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 16-го РАУНДА
lid_i;НОМЕР ИНДИВИДА В 16-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
mid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 17-го РАУНДА
mid_i;НОМЕР ИНДИВИДА В 17-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
nid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 18-го РАУНДА
nid_i;НОМЕР ИНДИВИДА В 18-Й ВОЛНЕ - ИДЕНТИФИКАЦИОННЫЙ
oid_h;ИДЕНТИФИКАЦИОННАЯ ПЕРЕМЕННАЯ 19-го РАУНДА
